,id_estacao,data_medicao,coleta,ponto,data_inicio,data_fim,ph,temperatura_do_ar,temperatura_da_agua,salinidade,oxigenio_dissolvido,turbidez,disco_de_secchi,profundidade_total,profundidade_de_coleta,coliformes_totais,escherichia_coli,nitrogenio_amoniacal,fosforo_total_mg_l,fosforo_total_mg_kg,fosfato_total,nitrato,silica,sulfeto,materia_organica
0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,2022-12-20 11:21:00,Sedimento,LRF1 - Fundo,2022-12-20 11:16:00,2022-12-20 11:21:00,7.1,,,13.4,1.11,,,,,,,,,1.044,,,,,19.9665
11,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,2024-06-07 14:53:00,Sedimento,LRF6 - Fundo,2024-06-07 14:38:00,2024-06-07 14:53:00,,,,,,,,,,,,,,1.05,,,,,4.7
14,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,2022-12-20 10:45:00,Sedimento,LRF3 - Fundo,2022-12-20 10:44:00,2022-12-20 10:45:00,7.09,,,13.5,1.82,,,,,,,,,6.13,,,,,18.6162
22,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,2022-12-20 11:48:00,Sedimento,LRF4 - Fundo,2022-12-20 11:43:00,2022-12-20 11:48:00,6.97,,,13.6,1.75,,,,,,,,,0.724,,,,,22.1691
33,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,2022-12-20 11:32:00,Sedimento,LRF2 - Fundo,2022-12-20 11:27:00,2022-12-20 11:32:00,7.0,,,13.6,1.8,,,,,,,,,2.776,,,,,16.8702
54,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,2023-06-07 13:47:00,Sedimento,LRF1 - Fundo,2023-06-07 13:32:00,2023-06-07 13:47:00,,,,,,,,,,,,,,0.91,,,,,7.8
72,1,2023-06-07 15:23:00,Sedimento,LRF4 - Fundo,2023-06-07 15:08:00,2023-06-07 15:23:00,,,,,,,,,,,,,,0.89,,,,,6.3
73,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,
75,1,2022-12-20 12:22:00,Sedimento,LRF5 - Fundo,2022-12-20 12:17:00,2022-12-20 12:22:00,7.96,,,13.2,5.65,,,,,,,,,0.787,,,,,20.8165
76,1,2023-06-07 13:06:00,Sedimento,LRF2 - Fundo,2023-06-07 12:51:00,2023-06-07 13:06:00,,,,,,,,,,,,,,0.83,,,,,7.4
77,1,2024-06-07 13:47:00,Sedimento,LRF1 - Fundo,2024-06-07 13:32:00,2024-06-07 13:47:00,,,,,,,,,,,,,,0.91,,,,,7.8
78,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,2023-06-07 14:53:00,Sedimento,LRF6 - Fundo,2023-06-07 14:38:00,2023-06-07 14:53:00,,,,,,,,,,,,,,1.05,,,,,4.7
85,1,2024-06-07 13:06:00,Sedimento,LRF2 - Fundo,2024-06-07 12:51:00,2024-06-07 13:06:00,,,,,,,,,,,,,,0.83,,,,,7.4
86,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,
88,1,2024-06-07 12:23:00,Sedimento,LRF3 - Fundo,2024-06-07 12:08:00,2024-06-07 12:23:00,,,,,,,,,,,,,,1.24,,,,,5.6
89,1,2024-06-07 14:29:00,Sedimento,LRF5 - Fundo,2024-06-07 14:14:00,2024-06-07 14:29:00,,,,,,,,,,,,,,0.77,,,,,9.6
90,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,
108,1,2023-06-07 12:23:00,Sedimento,LRF3 - Fundo,2023-06-07 12:08:00,2023-06-07 12:23:00,,,,,,,,,,,,,,1.24,,,,,5.6
109,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,2024-06-07 15:23:00,Sedimento,LRF4 - Fundo,2024-06-07 15:08:00,2024-06-07 15:23:00,,,,,,,,,,,,,,0.89,,,,,6.3
121,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,2022-12-20 12:05:00,Sedimento,LRF6 - Fundo,2022-12-20 12:00:00,2022-12-20 12:05:00,6.95,,,13.5,1.31,,,,,,,,,0.92,,,,,18.4413
137,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,2023-06-07 14:29:00,Sedimento,LRF5 - Fundo,2023-06-07 14:14:00,2023-06-07 14:29:00,,,,,,,,,,,,,,0.77,,,,,9.6
141,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,,Extra,LRF3 - Superfície,2023-12-08 10:43:00,,,,7,,30.4,,,,,,,,,,,,,,
144,1,2024-07-08 09:44:00,Extra,LRF6 - Fundo,2024-07-08 09:41:00,2024-07-08 09:44:00,,,20,,7.63,,,,,,,,,,,,,,
145,1,2023-07-08 09:44:00,Extra,LRF6 - Fundo,2023-07-08 09:41:00,2023-07-08 09:44:00,,,20,,7.63,,,,,,,,,,,,,,
146,1,2023-07-23 10:11:00,Extra,LRF3 - Fundo,2023-07-23 10:08:00,2023-07-23 10:11:00,,,21,,6.18,,,,,,,,,,,,,,
147,1,2023-07-23 09:25:00,Extra,LRF6 - Superfície,2023-07-23 09:22:00,2023-07-23 09:25:00,,,21,,6.7,,,,,,,,,,,,,,
148,1,2023-07-16 10:30:00,Extra,LRF2 - Fundo,2023-07-16 10:27:00,2023-07-16 10:30:00,,,21,,6.37,,,,,,,,,,,,,,
149,1,2023-07-09 09:31:00,Extra,LRF3 - Fundo,2023-07-09 09:28:00,2023-07-09 09:31:00,,,21,,6.52,,,,,,,,,,,,,,
150,1,2024-07-15 09:41:00,Extra,LRF6 - Fundo,2024-07-15 09:38:00,2024-07-15 09:41:00,,,21,,6.76,,,,,,,,,,,,,,
151,1,2024-07-23 10:11:00,Extra,LRF3 - Fundo,2024-07-23 10:08:00,2024-07-23 10:11:00,,,21,,6.18,,,,,,,,,,,,,,
152,1,2024-07-09 09:31:00,Extra,LRF3 - Fundo,2024-07-09 09:28:00,2024-07-09 09:31:00,,,21,,6.52,,,,,,,,,,,,,,
153,1,2024-07-16 10:30:00,Extra,LRF2 - Fundo,2024-07-16 10:27:00,2024-07-16 10:30:00,,,21,,6.37,,,,,,,,,,,,,,
154,1,2024-07-23 09:25:00,Extra,LRF6 - Superfície,2024-07-23 09:22:00,2024-07-23 09:25:00,,,21,,6.7,,,,,,,,,,,,,,
155,1,2024-07-15 09:32:00,Extra,LRF4 - Fundo,2024-07-15 09:29:00,2024-07-15 09:32:00,,,21,,7.2,,,,,,,,,,,,,,
156,1,2023-07-15 09:32:00,Extra,LRF4 - Fundo,2023-07-15 09:29:00,2023-07-15 09:32:00,,,21,,7.2,,,,,,,,,,,,,,
157,1,2024-07-15 09:14:00,Extra,LRF1 - Fundo,2024-07-15 09:11:00,2024-07-15 09:14:00,,,21,,6.78,,,,,,,,,,,,,,
158,1,2023-07-23 09:33:00,Extra,LRF4 - Superfície,2023-07-23 09:30:00,2023-07-23 09:33:00,,,21,,7.41,,,,,,,,,,,,,,
159,1,2024-07-22 11:00:00,Extra,LRF1 - Fundo,2024-07-22 10:58:00,2024-07-22 11:00:00,,,21,,5.83,,,,,,,,,,,,,,
160,1,2024-07-23 09:33:00,Extra,LRF4 - Superfície,2024-07-23 09:30:00,2024-07-23 09:33:00,,,21,,7.41,,,,,,,,,,,,,,
161,1,2023-07-15 09:14:00,Extra,LRF1 - Fundo,2023-07-15 09:11:00,2023-07-15 09:14:00,,,21,,6.78,,,,,,,,,,,,,,
162,1,2023-07-22 11:00:00,Extra,LRF1 - Fundo,2023-07-22 10:58:00,2023-07-22 11:00:00,,,21,,5.83,,,,,,,,,,,,,,
163,1,2023-07-15 09:41:00,Extra,LRF6 - Fundo,2023-07-15 09:38:00,2023-07-15 09:41:00,,,21,,6.76,,,,,,,,,,,,,,
164,1,2023-06-25 07:07:00,Extra,LRF5 - Fundo,2023-06-25 07:04:00,2023-06-25 07:07:00,,,21,,6.98,,,,,,,,,,,,,,
165,1,2024-06-25 07:07:00,Extra,LRF5 - Fundo,2024-06-25 07:04:00,2024-06-25 07:07:00,,,21,,6.98,,,,,,,,,,,,,,
166,1,2022-06-15 10:20:00,Regular,LRF3 - Meio Afótico,2022-06-15 10:15:00,2022-06-15 10:20:00,7.65,,21,12.52,5.51,2.16,,,2.0,,,0.36,0.075,,0.044,0.083,2.1,<0.1,
167,1,2023-07-10 12:48:00,Regular,LRF2 - Meio Afótico,2023-07-10 12:45:00,2023-07-10 12:48:00,7.41,,21,10.7,6.31,<1.5,,,2.0,,,0.38,<0.016,,<0.016,0.44,4.7,<0.1,
168,1,2023-07-10 12:51:00,Regular,LRF2 - Fundo,2023-07-10 12:48:00,2023-07-10 12:51:00,7.36,,21,10.7,6.22,<1.5,,,2.0,,,0.55,<0.016,,<0.016,0.39,5,<0.1,
169,1,2024-07-10 12:48:00,Regular,LRF2 - Meio Afótico,2024-07-10 12:45:00,2024-07-10 12:48:00,7.41,,21,10.7,6.31,<1.5,,,2.0,,,0.38,<0.016,,<0.016,0.44,4.7,<0.1,
170,1,2024-07-10 12:51:00,Regular,LRF2 - Fundo,2024-07-10 12:48:00,2024-07-10 12:51:00,7.36,,21,10.7,6.22,<1.5,,,2.0,,,0.55,<0.016,,<0.016,0.39,5,<0.1,
171,1,2023-07-05 12:22:00,Regular,LRF3 - Fundo,2023-07-05 12:19:00,2023-07-05 12:22:00,7.64,,21,10.6,6.41,2.76,,,3.0,,,0.41,<0.016,,<0.016,0.36,4.8,<0.1,
172,1,2024-07-05 12:22:00,Regular,LRF3 - Fundo,2024-07-05 12:19:00,2024-07-05 12:22:00,7.64,,21,10.6,6.41,2.76,,,3.0,,,0.41,<0.016,,<0.016,0.36,4.8,<0.1,
173,1,2022-06-15 10:15:00,Regular,LRF3 - Meio Eufótico,2022-06-15 10:05:00,2022-06-15 10:15:00,7.65,,21,12.4,6.15,3.05,,,1.0,,,0.5,0.073,,0.043,0.063,2,<0.1,
174,1,2022-06-15 11:40:00,Regular,LRF4 - Meio,2022-06-15 11:35:00,2022-06-15 11:40:00,7.79,,21,12.09,7.2,3.32,,,1.5,,,0.36,0.126,,0.048,<0.05,2.1,<0.1,
175,1,2024-07-17 12:32:00,Regular,LRF4 - Fundo,2024-07-17 12:29:00,2024-07-17 12:32:00,8.15,,21,10.8,7.9,<1.5,,,3.2,,,0.38,0.026,,<0.016,0.32,4.6,<0.1,
176,1,2023-07-17 12:32:00,Regular,LRF4 - Fundo,2023-07-17 12:29:00,2023-07-17 12:32:00,8.15,,21,10.8,7.9,<1.5,,,3.2,,,0.38,0.026,,<0.016,0.32,4.6,<0.1,
177,1,2023-07-02 07:11:00,Extra,LRF6 - Superfície,2023-07-02 07:08:00,2023-07-02 07:11:00,,,22,,6.25,,,,,,,,,,,,,,
178,1,2023-07-30 10:13:00,Extra,LRF6 - Superfície,2023-07-30 10:10:00,2023-07-30 10:13:00,,,22,,5.8,,,,,,,,,,,,,,
179,1,2024-07-30 10:13:00,Extra,LRF6 - Superfície,2024-07-30 10:10:00,2024-07-30 10:13:00,,,22,,5.8,,,,,,,,,,,,,,
180,1,2023-07-30 10:40:00,Extra,LRF4 - Fundo,2023-07-30 10:37:00,2023-07-30 10:40:00,,,22,,5.8,,,,,,,,,,,,,,
181,1,2024-07-02 07:11:00,Extra,LRF6 - Superfície,2024-07-02 07:08:00,2024-07-02 07:11:00,,,22,,6.25,,,,,,,,,,,,,,
182,1,2024-07-30 10:13:00,Extra,LRF6 - Fundo,2024-07-30 10:13:00,2024-07-30 10:13:00,,,22,,5.42,,,,,,,,,,,,,,
183,1,2024-07-30 10:40:00,Extra,LRF4 - Fundo,2024-07-30 10:37:00,2024-07-30 10:40:00,,,22,,5.8,,,,,,,,,,,,,,
184,1,2023-07-30 10:13:00,Extra,LRF6 - Fundo,2023-07-30 10:13:00,2023-07-30 10:13:00,,,22,,5.42,,,,,,,,,,,,,,
185,1,2023-07-03 13:03:00,Regular,LRF2 - Meio Afótico,2023-07-03 13:00:00,2023-07-03 13:03:00,8.11,,22,10.6,8.4,2.58,,,2.0,,,0.25,0.085,,<0.016,0.35,9,<0.1,
186,1,2022-08-22 12:25:00,Regular,LRF3 - Meio Afótico,2022-08-22 12:22:00,2022-08-22 12:25:00,8.47,,22,13.9,10.2,3.4,,,2.0,,,0.1,0.074,,<0.016,<0.05,3.7,<0.1,
187,1,2022-08-22 14:56:00,Regular,LRF5 - Fundo,2022-08-22 14:53:00,2022-08-22 14:56:00,8.2,,22,13.9,10.11,3.2,,,2.0,,,0.06,0.052,,<0.016,<0.05,3.3,<0.1,
188,1,2024-07-03 13:03:00,Regular,LRF2 - Meio Afótico,2024-07-03 13:00:00,2024-07-03 13:03:00,8.11,,22,10.6,8.4,2.58,,,2.0,,,0.25,0.085,,<0.016,0.35,9,<0.1,
189,1,2024-07-26 12:45:00,Regular,LRF3 - Fundo,2024-07-26 12:42:00,2024-07-26 12:45:00,7.6,,22,10.7,3.6,4.98,,,3.0,,,0.248,0.027,,0.027,0.28,5.7,<0.1,
190,1,2022-06-22 11:56:00,Regular,LRF6 - Fundo,2022-06-22 11:53:00,2022-06-22 11:56:00,7.44,,22,11.5,3.27,2.88,,,3.0,,,0.24,0.06,,<0.016,<0.05,2.1,<0.1,
191,1,2023-07-26 12:45:00,Regular,LRF3 - Fundo,2023-07-26 12:42:00,2023-07-26 12:45:00,7.6,,22,10.7,3.6,4.98,,,3.0,,,0.248,0.027,,0.027,0.28,5.7,<0.1,
192,1,2023-06-19 11:05:00,Regular,LRF4 - Fundo,2023-06-19 11:01:00,2023-06-19 11:05:00,7.24,,22,10.85,4.94,1.89,,,3.0,,,0.07,0.031,,<0.016,0.35,3,<0.1,
193,1,2024-06-19 11:05:00,Regular,LRF4 - Fundo,2024-06-19 11:01:00,2024-06-19 11:05:00,7.24,,22,10.85,4.94,1.89,,,3.0,,,0.07,0.031,,<0.016,0.35,3,<0.1,
194,1,2022-09-05 12:12:00,Regular,LRF2 - Meio Eufótico,2022-09-05 12:08:00,2022-09-05 12:12:00,7.48,,22,13.79,7.16,2.75,,,1.0,,,0.21,0.047,,<0.016,0.05,3.3,<0.1,
195,1,2024-07-24 12:09:00,Regular,LRF3 - Meio Eufótico,2024-07-24 12:06:00,2024-07-24 12:09:00,8.57,,22,10.8,10.09,1.46,,,1.0,,,0.09,<0.016,,<0.016,0.45,5.4,<0.1,
196,1,2023-07-05 13:10:00,Regular,LRF2 - Meio Eufótico,2023-07-05 13:07:00,2023-07-05 13:10:00,7.49,,22,10.6,9.3,2.76,,,1.0,,,0.16,<0.016,,<0.016,0.41,4.8,<0.1,
197,1,2024-07-03 13:00:00,Regular,LRF2 - Meio Eufótico,2024-07-03 12:57:00,2024-07-03 13:00:00,8.12,,22,10.6,8.53,3.56,,,1.0,,,0.25,0.055,,<0.016,0.37,7.6,<0.1,
198,1,2023-07-03 13:00:00,Regular,LRF2 - Meio Eufótico,2023-07-03 12:57:00,2023-07-03 13:00:00,8.12,,22,10.6,8.53,3.56,,,1.0,,,0.25,0.055,,<0.016,0.37,7.6,<0.1,
199,1,2023-07-24 12:09:00,Regular,LRF3 - Meio Eufótico,2023-07-24 12:06:00,2023-07-24 12:09:00,8.57,,22,10.8,10.09,1.46,,,1.0,,,0.09,<0.016,,<0.016,0.45,5.4,<0.1,
200,1,2024-07-05 13:10:00,Regular,LRF2 - Meio Eufótico,2024-07-05 13:07:00,2024-07-05 13:10:00,7.49,,22,10.6,9.3,2.76,,,1.0,,,0.16,<0.016,,<0.016,0.41,4.8,<0.1,
201,1,2023-07-03 11:42:00,Regular,LRF6 - Meio,2023-07-03 11:37:00,2023-07-03 11:42:00,7.72,,22,10.6,7.47,<1.5,,,1.5,,,0.21,0.105,,<0.016,0.38,7.8,<0.1,
202,1,2024-07-03 12:43:00,Regular,LRF1 - Meio,2024-07-03 12:40:00,2024-07-03 12:43:00,7.9,,22,10.5,7.8,<1.5,,,1.5,,,0.29,0.095,,<0.016,0.36,8.8,<0.1,
203,1,2023-07-03 12:43:00,Regular,LRF1 - Meio,2023-07-03 12:40:00,2023-07-03 12:43:00,7.9,,22,10.5,7.8,<1.5,,,1.5,,,0.29,0.095,,<0.016,0.36,8.8,<0.1,
204,1,2022-06-27 11:40:00,Regular,LRF5 - Meio,2022-06-27 11:37:00,2022-06-27 11:40:00,8.95,,22,10.8,9.68,3.66,,,1.5,,,0.14,0.046,,<0.016,<0.05,<1.0,<0.1,
205,1,2022-06-27 10:42:00,Regular,LRF1 - Meio,2022-06-27 10:39:00,2022-06-27 10:42:00,9.05,,22,10.7,10.14,4.65,,,1.5,,,0.11,0.079,,<0.016,0.084,<1.0,0.1,
206,1,2024-07-03 11:42:00,Regular,LRF6 - Meio,2024-07-03 11:37:00,2024-07-03 11:42:00,7.72,,22,10.6,7.47,<1.5,,,1.5,,,0.21,0.105,,<0.016,0.38,7.8,<0.1,
207,1,2023-07-03 12:57:00,Regular,LRF2 - Superfície,2023-07-03 12:54:00,2023-07-03 12:57:00,8.12,22.0,22,10.6,8.73,2.46,154.0,3.6,0.3,110,11,0.26,0.06,,<0.016,0.34,8.3,<0.1,
208,1,2023-07-05 12:53:00,Regular,LRF1 - Superfície,2023-07-05 12:50:00,2023-07-05 12:53:00,7.61,21.0,22,10.6,8.77,2.73,302.0,3.4,0.3,4300,7,0.16,<0.016,,<0.016,0.33,4.7,<0.1,
209,1,2024-08-28 13:00:00,Regular,LRF2 - Superfície,2024-08-28 12:57:00,2024-08-28 13:00:00,7.42,18.0,22,9.7,5.47,4.24,50.0,3.7,0.3,16000,2200,0.15,0.025,,0.016,0.24,4.8,<0.1,
210,1,2024-08-30 13:27:00,Regular,LRF5 - Superfície,2024-08-30 13:24:00,2024-08-30 13:27:00,8.62,22.0,22,9.6,11.12,5.21,103.0,3.0,0.3,5760,3500,0.16,0.03,,<0.016,0.13,4.2,0.1,
211,1,2024-06-21 11:25:00,Regular,LRF3 - Superfície,2024-06-21 11:22:00,2024-06-21 11:25:00,7.42,19.0,22,10.4,6.82,2.23,200.0,3.3,0.3,130,7,0.08,<0.016,,<0.016,0.33,3.5,<0.1,
212,1,2024-07-03 12:57:00,Regular,LRF2 - Superfície,2024-07-03 12:54:00,2024-07-03 12:57:00,8.12,22.0,22,10.6,8.73,2.46,154.0,3.6,0.3,110,11,0.26,0.06,,<0.016,0.34,8.3,<0.1,
213,1,2023-08-30 13:27:00,Regular,LRF5 - Superfície,2023-08-30 13:24:00,2023-08-30 13:27:00,8.62,22.0,22,9.6,11.12,5.21,103.0,3.0,0.3,5760,3500,0.16,0.03,,<0.016,0.13,4.2,0.1,
214,1,2024-07-05 12:53:00,Regular,LRF1 - Superfície,2024-07-05 12:50:00,2024-07-05 12:53:00,7.61,21.0,22,10.6,8.77,2.73,302.0,3.4,0.3,4300,7,0.16,<0.016,,<0.016,0.33,4.7,<0.1,
215,1,2022-06-27 11:23:00,Regular,LRF6 - Superfície,2022-06-27 11:20:00,2022-06-27 11:23:00,9.05,22.0,22,10.7,10.28,3.28,103.0,3.5,0.3,130,33,0.11,0.064,,<0.016,<0.05,1.1,0.1,
216,1,2022-06-13 11:53:00,Regular,LRF5 - Superfície,2022-06-13 11:50:00,2022-06-13 11:53:00,7.62,20.0,22,10.5,4.81,2.55,202.0,3.0,0.3,9200,540,0.129,0.0572,,0.05,0.05,1.9,0.1,
217,1,2023-07-03 12:40:00,Regular,LRF1 - Superfície,2023-07-03 12:37:00,2023-07-03 12:40:00,7.88,22.0,22,10.5,8.08,1.64,300.0,3.2,0.3,49,23,0.36,0.085,,<0.016,0.35,8,<0.1,
218,1,2023-08-28 13:00:00,Regular,LRF2 - Superfície,2023-08-28 12:57:00,2023-08-28 13:00:00,7.42,18.0,22,9.7,5.47,4.24,50.0,3.7,0.3,16000,2200,0.15,0.025,,0.016,0.24,4.8,<0.1,
219,1,2022-09-05 12:08:00,Regular,LRF2 - Superfície,2022-09-05 12:05:00,2022-09-05 12:08:00,7.45,21.0,22,13.65,7.15,2.99,163.0,3.8,0.3,3500,350,0.22,0.04,,<0.016,0.062,3.2,<0.1,
220,1,2023-06-21 11:25:00,Regular,LRF3 - Superfície,2023-06-21 11:22:00,2023-06-21 11:25:00,7.42,19.0,22,10.4,6.82,2.23,200.0,3.3,0.3,130,7,0.08,<0.016,,<0.016,0.33,3.5,<0.1,
221,1,2024-07-03 12:40:00,Regular,LRF1 - Superfície,2024-07-03 12:37:00,2024-07-03 12:40:00,7.88,22.0,22,10.5,8.08,1.64,300.0,3.2,0.3,49,23,0.36,0.085,,<0.016,0.35,8,<0.1,
222,1,2023-07-24 13:35:00,Regular,LRF6 - Superfície,2023-07-24 13:32:00,2023-07-24 13:35:00,8.6,28.0,22,10.7,9.6,2.9,53.0,3.3,0.3,49,<1.8,0.07,0.018,,<0.016,0.47,5.4,<0.1,
223,1,2024-07-24 13:35:00,Regular,LRF6 - Superfície,2024-07-24 13:32:00,2024-07-24 13:35:00,8.6,28.0,22,10.7,9.6,2.9,53.0,3.3,0.3,49,<1.8,0.07,0.018,,<0.016,0.47,5.4,<0.1,
224,1,2022-06-20 12:16:00,Regular,LRF2 - Meio Afótico,2022-06-20 12:12:00,2022-06-20 12:16:00,7.72,,22,11.11,4.65,2.11,,,3.3,,,0.48,0.097,,0.038,<0.05,2.1,<0.1,
225,1,2023-07-03 13:06:00,Regular,LRF2 - Fundo,2023-07-03 13:03:00,2023-07-03 13:06:00,8.07,,22,10.6,8.45,2.94,,,3.1,,,0.24,0.077,,<0.016,0.33,8,<0.1,
226,1,2024-07-03 13:06:00,Regular,LRF2 - Fundo,2024-07-03 13:03:00,2024-07-03 13:06:00,8.07,,22,10.6,8.45,2.94,,,3.1,,,0.24,0.077,,<0.016,0.33,8,<0.1,
227,1,2023-05-21 11:22:00,Extra,LRF3 - Fundo,2023-05-21 11:19:00,2023-05-21 11:22:00,,,23,,5.55,,,,,,,,,,,,,,
