,id_estacao,data_medicao,coleta,ponto,data_inicio,data_fim,ph,temperatura_do_ar,temperatura_da_agua,salinidade,oxigenio_dissolvido,turbidez,disco_de_secchi,profundidade_total,profundidade_de_coleta,coliformes_totais,escherichia_coli,nitrogenio_amoniacal,fosforo_total_mg_l,fosforo_total_mg_kg,fosfato_total,nitrato,silica,sulfeto,materia_organica
5338,1,2022-03-23 11:50:00,Regular,LRF5 - Superfície,2022-03-23 11:47:00,2022-03-23 11:50:00,7.0,27.0,28.7,11.1,3.01,1.75,300.0,3.0,0.3,1600,70,0.75,0.024,,<0.016,<0.05,3.7,0.1,
5339,1,2022-01-05 11:17:00,Regular,LRF5 - Superfície,2022-01-05 11:12:00,2022-01-05 11:17:00,7.27,30.0,28.7,12.4,5.7,1.96,248.0,3.0,0.3,330,49,0.5,0.041,,0.038,<0.05,1,<0.1,
5340,1,2022-10-31  12:06:00,Regular,LRF6 - Superfície,2022-10-31  12:04:00,2022-10-31  12:06:00,8.4,30.0,28.7,14.5,8.21,2.51,150.0,3.4,0.3,110,46,0.092,0.068,,0.019,<0.05 ,2.5,<0.1 ,
5341,1,2022-01-03 10:52:00,Regular,LRF2 - Fundo,2022-01-03 10:49:00,2022-01-03 10:52:00,7.91,,28.7,12.6,8.2,3.3,,,3.2,,,0.43,0.061,,<0.016,<0.05,1.2,<0.1,
5342,1,2022-01-31 12:09:00,Regular,LRF4 - Fundo,2022-01-31 12:06:00,2022-01-31 12:09:00,8.39,,28.7,11.07,5.65,2.62,,,3.2,,,0.48,0.086,,0.021,0.055,1.4,0.2,
5343,1,2022-01-05 12:44:00,Regular,LRF2 - Fundo,2022-01-05 12:40:00,2022-01-05 12:44:00,7.56,,28.7,12.4,5.47,2.52,,,3.1,,,0.42,0.06,,0.029,0.069,<1.0,<0.1,
5344,1,,Extra,LRF3 - Fundo,2023-11-24 12:03:00,,,,28.8,,2.45,,,,,,,,,,,,,,
5345,1,2024-11-22 10:47:00,Extra,LRF1 - Fundo,2024-11-22 10:45:00,2024-11-22 10:47:00,,,28.8,,1.42,,,,,,,,,,,,,,
5346,1,,Extra,LRF1 - Superfície,2023-11-30 10:55:00,,,,28.8,,13.61,,,,,,,,,,,,,,
5347,1,2023-11-22 10:47:00,Extra,LRF1 - Fundo,2023-11-22 10:45:00,2023-11-22 10:47:00,,,28.8,,1.42,,,,,,,,,,,,,,
5348,1,,Regular,LRF3 - Meio Afótico,2023-11-21 12:40:00,,7.9,,28.8,11.4,1.74,2,,,2.0,,,0.465,,,,<0.05,4.7,<0.1,
5349,1,2022-01-05 12:40:00,Regular,LRF2 - Meio Afótico,2022-01-05 12:36:00,2022-01-05 12:40:00,7.58,,28.8,12.4,6.66,2.21,,,2.0,,,0.41,0.051,,0.03,<0.05,<1.0,<0.1,
5350,1,2022-12-05 13:42:00,Regular,LRF3 - Meio Afótico,2022-12-05 13:39:00,2022-12-05 13:42:00,8.54,,28.8,13.6,7.25,3.44,,,2.0,,,0.08,0.063,,<0.016,<0.05,2.7,<0.1,
5351,1,2022-04-06 11:48:00,Regular,LRF5 - Fundo,2022-04-06 11:44:00,2022-04-06 11:48:00,6.82,,28.8,10.48,3.41,5.59,,,2.5,,,0.14,0.108,,0.04,0.107,3.3,0.1,
5352,1,2023-12-04 13:01:00,Regular,LRF6 - Fundo,2023-12-04 12:58:00,2023-12-04 13:01:00,8.43,,28.8,11.4,6.15,1.87,,,2.5,,,0.117,0.104,,<0.016,<0.05,3.7,<0.1,
5353,1,2024-12-04 13:01:00,Regular,LRF6 - Fundo,2024-12-04 12:58:00,2024-12-04 13:01:00,8.43,,28.8,11.4,6.15,1.87,,,2.5,,,0.117,0.104,,<0.016,<0.05,3.7,<0.1,
5354,1,2022-03-28 11:27:00,Regular,LRF5 - Fundo,2022-03-28 11:24:00,2022-03-28 11:27:00,6.89,,28.8,11.72,4.05,1.94,,,2.5,,,0.4,0.035,,<0.016,<0.05,3.8,<0.1,
5355,1,2023-01-16 13:49:00,Regular,LRF6 - Fundo,2023-01-16 13:46:00,2023-01-16 13:49:00,7.28,,28.8,11.3,0.99,3.24,,,3.0,,,0.49,0.041,,<0.016,<0.05,1.9,<0.1,
5356,1,2023-01-02 12:23:00,Regular,LRF3 - Fundo,2023-01-02 12:20:00,2023-01-02 12:23:00,8.65,,28.8,12.4,10.18,5.05,,,3.0,,,0.057,0.08,,<0.016,0.075,1.8,<0.1,
5357,1,2022-12-05 13:45:00,Regular,LRF3 - Fundo,2022-12-05 13:42:00,2022-12-05 13:45:00,8.51,,28.8,13.6,7.09,3.32,,,3.0,,,0.057,0.078,,<0.016,<0.05,2.6,<0.1,
5358,1,2022-02-14 13:04:00,Regular,LRF6 - Fundo,2022-02-14 13:01:00,2022-02-14 13:04:00,7.51,,28.8,10.57,4.81,2.85,,,3.0,,,0.12,0.065,,<0.016,0.08,2.2,0.1,
5359,1,,Regular,LRF6 - Fundo,2023-11-21 15:02:00,,7.77,,28.8,11.4,0.88,<1.5,,,3.0,,,0.21,,,,<0.05,3.9,<0.1,
5360,1,2022-03-28 11:10:00,Regular,LRF6 - Fundo,2022-03-28 11:07:00,2022-03-28 11:10:00,6.85,,28.8,11.28,4.53,2.8,,,3.0,,,0.36,0.03,,<0.016,<0.05,3.2,0.1,
5361,1,2022-02-21 12:25:00,Regular,LRF6 - Fundo,2022-02-21 12:22:00,2022-02-21 12:25:00,7.67,,28.8,10.33,3.52,2.69,,,3.0,,,0.35,0.063,,0.019,<0.05,2.8,0.1,
5362,1,2024-01-16 13:49:00,Regular,LRF6 - Fundo,2024-01-16 13:46:00,2024-01-16 13:49:00,7.28,,28.8,11.3,0.99,3.24,,,3.0,,,0.49,0.041,,<0.016,<0.05,1.9,<0.1,
5363,1,2024-01-02 13:58:00,Regular,LRF5 - Fundo,2024-01-02 13:55:00,2024-01-02 13:58:00,8.67,,28.8,12.4,9.31,4.97,,,3.0,,,0.06,0.084,,<0.016,0.05,2,<0.1,
5364,1,2023-01-02 13:58:00,Regular,LRF5 - Fundo,2023-01-02 13:55:00,2023-01-02 13:58:00,8.67,,28.8,12.4,9.31,4.97,,,3.0,,,0.06,0.084,,<0.016,0.05,2,<0.1,
5365,1,2022-11-28 13:17:00,Regular,LRF1 - Fundo,2022-11-28 13:14:00,2022-11-28 13:17:00,8.08,,28.8,13.5,6.56,4.25,,,3.0,,,0.043,0.07,,0.018,<0.05,5.8,<0.1,
5366,1,2024-01-02 12:23:00,Regular,LRF3 - Fundo,2024-01-02 12:20:00,2024-01-02 12:23:00,8.65,,28.8,12.4,10.18,5.05,,,3.0,,,0.057,0.08,,<0.016,0.075,1.8,<0.1,
5367,1,2022-01-05 12:36:00,Regular,LRF2 - Meio Eufótico,2022-01-05 12:32:00,2022-01-05 12:36:00,7.55,,28.8,12.5,6.67,2.33,,,1.0,,,0.41,0.055,,0.032,0.084,<1.0,<0.1,
5368,1,2022-01-05 13:07:00,Regular,LRF3 - Meio Eufótico,2022-01-05 13:04:00,2022-01-05 13:07:00,7.5,,28.8,12.2,6.22,2.84,,,1.0,,,0.44,0.031,,0.029,<0.05,<1.0,<0.1,
5369,1,2023-04-05 13:07:00,Regular,LRF1 - Meio,2023-04-05 13:04:00,2023-04-05 13:07:00,7.01,,28.8,10.4,4.58,2.28,,,1.5,,,0.06,0.023,,<0.016,0.1,12.1,0.2,
5370,1,2022-03-23 12:20:00,Regular,LRF4 - Meio,2022-03-23 12:17:00,2022-03-23 12:20:00,7.12,,28.8,11.2,3.26,2.33,,,1.5,,,0.65,0.031,,<0.016,0.05,3.4,0.1,
5371,1,2022-03-28 11:07:00,Regular,LRF6 - Meio,2022-03-28 11:03:00,2022-03-28 11:07:00,6.92,,28.8,11.28,4.82,1.86,,,1.5,,,0.59,0.03,,<0.016,<0.05,3.3,0.1,
5372,1,2022-01-05 12:53:00,Regular,LRF1 - Meio,2022-01-05 12:49:00,2022-01-05 12:53:00,7.43,,28.8,12.4,6,2.29,,,1.5,,,0.45,0.039,,0.033,0.055,1,<0.1,
5373,1,2024-04-05 13:07:00,Regular,LRF1 - Meio,2024-04-05 13:04:00,2024-04-05 13:07:00,7.01,,28.8,10.4,4.58,2.28,,,1.5,,,0.06,0.023,,<0.016,0.1,12.1,0.2,
5374,1,2022-04-11 12:41:00,Regular,LRF6 - Meio,2022-04-11 12:37:00,2022-04-11 12:41:00,7.9,,28.8,9.37,6.59,2.45,,,1.5,,,0.28,0.101,,<0.016,0.086,1.9,<0.1,
5375,1,2022-10-31  12:26:00,Regular,LRF5 - Superfície,2022-10-31  12:24:00,2022-10-31  12:26:00,8.37,30.0,28.8,14.6,8.21,2.67,141.0,3.0,0.3,540,170,0.102,0.068,,0.034,<0.05 ,3.9,<0.1 ,
5376,1,2022-01-05 13:04:00,Regular,LRF3 - Superfície,2022-01-05 12:59:00,2022-01-05 13:04:00,7.49,30.0,28.8,12.5,6.11,2.79,147.0,3.5,0.3,1300,120,0.45,0.03,,0.029,0.057,<1.0,<0.1,
5377,1,2022-01-03 10:27:00,Regular,LRF1 - Superfície,2022-01-03 10:24:00,2022-01-03 10:27:00,7.52,28.0,28.8,12.4,8.53,2.6,103.0,3.5,0.3,155,17,0.33,0.047,,<0.016,<0.05,<1.0,<0.1,
5378,1,2023-04-05 13:04:00,Regular,LRF1 - Superfície,2023-04-05 13:01:00,2023-04-05 13:04:00,7.01,27.0,28.8,10.4,4.58,2.89,154.0,3.6,0.3,49,23,0.07,0.02,,<0.016,0.12,11.3,0.1,
5379,1,2022-01-03 11:03:00,Regular,LRF4 - Superfície,2022-01-03 11:00:00,2022-01-03 11:03:00,7.8,28.0,28.8,12.4,8.06,2.57,100.0,3.6,0.3,490,33,0.36,0.043,,<0.016,0.055,1,<0.1,
5380,1,2022-01-05 12:49:00,Regular,LRF1 - Superfície,2022-01-05 12:45:00,2022-01-05 12:49:00,7.44,30.0,28.8,12.4,5.87,1.94,148.0,3.5,0.3,790,170,0.45,0.056,,0.031,<0.05,1,<0.1,
5381,1,2024-04-05 13:20:00,Regular,LRF3 - Superfície,2024-04-05 13:17:00,2024-04-05 13:20:00,7.25,27.0,28.8,10.3,5.1,1.96,152.0,3.6,0.3,79,8,0.07,<0.016,,<0.016,0.1,11.3,0.1,
5382,1,2023-01-11 12:04:00,Regular,LRF4 - Superfície,2023-01-11 11:58:00,2023-01-11 12:04:00,8.64,23.0,28.8,10.2,8.88,2.84,98.0,3.7,0.3,920,5,0.02,0.032,,<0.016,0.06,1,<0.1,
5383,1,2024-01-02 13:29:00,Regular,LRF4 - Superfície,2024-01-02 13:26:00,2024-01-02 13:29:00,8.57,28.0,28.8,12.3,9.68,4,100.0,3.6,0.3,79,5,0.058,0.094,,<0.016,0.075,1.9,<0.1,
5384,1,2022-01-03 10:43:00,Regular,LRF2 - Superfície,2022-01-03 10:40:00,2022-01-03 10:43:00,7.86,28.0,28.8,12.4,8.71,2.92,98.0,3.7,0.3,490,79,0.32,0.055,,<0.016,<0.05,1.2,<0.1,
5385,1,2023-01-02 13:29:00,Regular,LRF4 - Superfície,2023-01-02 13:26:00,2023-01-02 13:29:00,8.57,28.0,28.8,12.3,9.68,4,100.0,3.6,0.3,79,5,0.058,0.094,,<0.016,0.075,1.9,<0.1,
5386,1,2024-01-11 12:04:00,Regular,LRF4 - Superfície,2024-01-11 11:58:00,2024-01-11 12:04:00,8.64,23.0,28.8,10.2,8.88,2.84,98.0,3.7,0.3,920,5,0.02,0.032,,<0.016,0.06,1,<0.1,
5387,1,2024-04-05 13:04:00,Regular,LRF1 - Superfície,2024-04-05 13:01:00,2024-04-05 13:04:00,7.01,27.0,28.8,10.4,4.58,2.89,154.0,3.6,0.3,49,23,0.07,0.02,,<0.016,0.12,11.3,0.1,
5388,1,2022-11-14  14:12:00,Regular,LRF1 - Superfície,2022-11-14  14:10:00,2022-11-14  14:12:00,8.72,27.0,28.8,12.8,8.94,5.85,50.0,3.5,0.3,310,13,0.051,0.162,,<0.016 ,<0.05,4,<0.1,
5389,1,2023-04-05 13:20:00,Regular,LRF3 - Superfície,2023-04-05 13:17:00,2023-04-05 13:20:00,7.25,27.0,28.8,10.3,5.1,1.96,152.0,3.6,0.3,79,8,0.07,<0.016,,<0.016,0.1,11.3,0.1,
5390,1,2022-02-21 12:09:00,Regular,LRF4 - Fundo,2022-02-21 12:06:00,2022-02-21 12:09:00,7.91,,28.8,10.29,4.56,2.72,,,3.2,,,0.34,0.065,,<0.016,<0.05,2.6,0.1,
5391,1,2023-01-16 12:52:00,Regular,LRF3 - Fundo,2023-01-16 12:49:00,2023-01-16 12:52:00,7.35,,28.8,11.3,1.84,3.1,,,3.1,,,0.51,0.051,,<0.016,<0.05,2.9,<0.1,
5392,1,2024-01-16 12:52:00,Regular,LRF3 - Fundo,2024-01-16 12:49:00,2024-01-16 12:52:00,7.35,,28.8,11.3,1.84,3.1,,,3.1,,,0.51,0.051,,<0.016,<0.05,2.9,<0.1,
5393,1,2024-11-28 11:49:00,Extra,LRF2 - Superfície,2024-11-28 11:46:00,2024-11-28 11:49:00,,,28.9,,10.16,,,,,,,,,,,,,,
5394,1,2023-11-28 11:49:00,Extra,LRF2 - Superfície,2023-11-28 11:46:00,2023-11-28 11:49:00,,,28.9,,10.16,,,,,,,,,,,,,,
5395,1,,Extra,LRF1 - Superfície,2023-11-24 12:20:00,,,,28.9,,4.95,,,,,,,,,,,,,,
5396,1,,Extra,LRF3 - Superfície,2023-11-24 12:00:00,,,,28.9,,2.93,,,,,,,,,,,,,,
5397,1,,Extra,LRF1 - Superfície,2023-12-01 12:08:00,,,,28.9,,8.98,,,,,,,,,,,,,,
5398,1,2022-11-23 14:26:00,Regular,LRF3 - Meio Afótico,2022-11-23 14:23:00,2022-11-23 14:26:00,8.89,,28.9,13.56,8.91,5.72,,,2.0,,,0.066,0.087,,0.025,<0.05,4.8,<0.1,
5399,1,2022-01-17 12:14:00,Regular,LRF6 - Fundo,2022-01-17 12:11:00,2022-01-17 12:14:00,8.48,,28.9,10.87,1.97,3.91,,,3.0,,,0.39,0.048,,0.024,0.129,4.1,<0.1,
5400,1,,Regular,LRF1 - Fundo,2023-11-21 14:07:00,,7.77,,28.9,11.3,1.06,<1.5,,,3.0,,,0.1,,,,<0.05,4.4,<0.1,
5401,1,,Regular,LRF6 - Fundo,2023-11-16 13:20:00,,8.41,,28.9,11.5,3.41,3.19,,,3.0,,,0.02,0.102,,0.043,0.8,8.3,<0.1,
5402,1,2023-12-06 11:21:00,Regular,LRF4 - Fundo,2023-12-06 11:18:00,2023-12-06 11:21:00,8.17,,28.9,11.4,3.97,2.37,,,3.0,,,0.042,0.026,,<0.016,<0.05,3.2,<0.1,
5403,1,2023-02-15 12:49:00,Regular,LRF6 - Fundo,2023-02-15 12:46:00,2023-02-15 12:49:00,7.3,,28.9,9.4,3.47,2.63,,,3.0,,,0.06,0.021,,<0.016,<0.05,3.4,<0.1,
5404,1,2024-12-06 11:21:00,Regular,LRF4 - Fundo,2024-12-06 11:18:00,2024-12-06 11:21:00,8.17,,28.9,11.4,3.97,2.37,,,3.0,,,0.042,0.026,,<0.016,<0.05,3.2,<0.1,
5405,1,2024-02-15 12:49:00,Regular,LRF6 - Fundo,2024-02-15 12:46:00,2024-02-15 12:49:00,7.3,,28.9,9.4,3.47,2.63,,,3.0,,,0.06,0.021,,<0.016,<0.05,3.4,<0.1,
5406,1,2022-12-05 13:39:00,Regular,LRF3 - Meio Eufótico,2022-12-05 13:36:00,2022-12-05 13:39:00,8.56,,28.9,13.6,7.43,3.56,,,1.0,,,0.05,0.061,,<0.016,<0.05,3.4,<0.1,
5407,1,2024-01-02 13:10:00,Regular,LRF2 - Meio Eufótico,2024-01-02 13:07:00,2024-01-02 13:10:00,8.62,,28.9,12.3,9.86,3.75,,,1.0,,,0.085,0.057,,<0.016,0.068,1.9,<0.1,
5408,1,2023-01-02 13:10:00,Regular,LRF2 - Meio Eufótico,2023-01-02 13:07:00,2023-01-02 13:10:00,8.62,,28.9,12.3,9.86,3.75,,,1.0,,,0.085,0.057,,<0.016,0.068,1.9,<0.1,
5409,1,2023-12-04 12:58:00,Regular,LRF6 - Meio,2023-12-04 12:55:00,2023-12-04 12:58:00,8.52,,28.9,11.4,6.87,1.82,,,1.5,,,0.155,0.103,,<0.016,<0.05,3.2,<0.1,
5410,1,2022-04-06 11:44:00,Regular,LRF5 - Meio,2022-04-06 11:40:00,2022-04-06 11:44:00,6.98,,28.9,10.04,4.7,4.77,,,1.5,,,0.15,0.086,,0.026,0.145,2.7,0.1,
5411,1,2022-11-21 14:18:00,Regular,LRF6 - Meio,2022-11-21 14:15:00,2022-11-21 14:18:00,8.89,,28.9,13.4,11.04,5.19,,,1.5,,,0.048,0.088,,<0.016,<0.05,4.2,<0.1,
5412,1,2022-04-11 12:09:00,Regular,LRF2 - Meio Eufótico,2022-04-11 12:04:00,2022-04-11 12:09:00,6.89,,28.9,9.62,5.7,2.84,,,1.5,,,0.42,0.139,,<0.016,0.112,2.1,<0.1,
5413,1,2023-01-02 13:43:00,Regular,LRF6 - Meio,2023-01-02 13:40:00,2023-01-02 13:43:00,8.65,,28.9,12.4,9.45,4.39,,,1.5,,,0.09,0.059,,<0.016,0.055,2,<0.1,
5414,1,2024-12-04 12:58:00,Regular,LRF6 - Meio,2024-12-04 12:55:00,2024-12-04 12:58:00,8.52,,28.9,11.4,6.87,1.82,,,1.5,,,0.155,0.103,,<0.016,<0.05,3.2,<0.1,
5415,1,2024-01-02 13:43:00,Regular,LRF6 - Meio,2024-01-02 13:40:00,2024-01-02 13:43:00,8.65,,28.9,12.4,9.45,4.39,,,1.5,,,0.09,0.059,,<0.016,0.055,2,<0.1,
5416,1,2022-03-23 12:10:00,Regular,LRF6 - Meio,2022-03-23 12:07:00,2022-03-23 12:10:00,7.0,,28.9,11.2,2.62,1.83,,,1.5,,,0.61,0.038,,<0.016,<0.05,2.8,<0.1,
5417,1,2022-04-06 11:40:00,Regular,LRF5 - Superfície,2022-04-06 11:36:00,2022-04-06 11:40:00,7.23,26.0,28.9,9.15,5.43,4.76,112.0,3.0,0.3,5400,130,0.28,0.084,,0.02,0.13,2.4,0.1,
5418,1,2022-01-05 12:32:00,Regular,LRF2 - Superfície,2022-01-05 12:28:00,2022-01-05 12:32:00,7.54,30.0,28.9,12.3,6.52,2.13,147.0,3.6,0.3,240,34,0.41,0.053,,0.028,0.087,1,<0.1,
5419,1,,Regular,LRF4 - Superfície,2023-11-21 14:38:00,,7.8,28.0,28.9,11.4,1.08,<1.5,300.0,3.7,0.3,240,23,0.217,,,,<0.05,4.3,<0.1,
5420,1,,Regular,LRF3 - Superfície,2023-11-21 12:34:00,,7.88,28.0,28.9,11.4,1.83,1.87,200.0,3.5,0.3,540,11,0.327,,,,<0.05,4.7,<0.1,
5421,1,2022-01-17 11:42:00,Regular,LRF2 - Fundo,2022-01-17 11:39:00,2022-01-17 11:42:00,8.28,,28.9,11.02,2.5,4.64,,,3.3,,,0.5,0.056,,0.021,0.115,3.3,<0.1,
5422,1,2022-04-11 12:15:00,Regular,LRF2 - Fundo,2022-04-11 12:12:00,2022-04-11 12:15:00,6.87,,28.9,10.82,3.39,3.16,,,3.3,,,0.04,0.187,,0.06,0.076,2.5,<0.1,
5423,1,2022-03-28 10:55:00,Regular,LRF4 - Fundo,2022-03-28 10:52:00,2022-03-28 10:55:00,7.0,,28.9,11.33,5.1,2.23,,,2.7,,,0.93,0.03,,<0.016,<0.05,3.5,<0.1,
5424,1,2022-04-06 11:34:00,Regular,LRF6 - Fundo,2022-04-06 11:30:00,2022-04-06 11:34:00,6.84,,28.9,10.75,3.9,3.75,,,2.7,,,0.12,0.087,,0.03,0.076,3.2,0.1,
5425,1,2022-01-19 12:09:00,Regular,LRF2 - Fundo,2022-01-19 12:04:00,2022-01-19 12:09:00,8.34,,28.9,11.19,1.93,4.99,,,3.2,,,0.46,0.057,,<0.016,<0.05,4.7,<0.1,
5426,1,2022-01-17 10:42:00,Regular,LRF3 - Fundo,2022-01-17 10:39:00,2022-01-17 10:42:00,8.28,,28.9,11.16,1.5,4.44,,,3.1,,,0.39,0.04,,0.025,0.209,3.4,<0.1,
5427,1,2022-03-28 10:09:00,Regular,LRF3 - Fundo,2022-03-28 10:06:00,2022-03-28 10:09:00,6.85,,28.9,11.29,4.65,3.94,,,3.1,,,0.93,0.03,,<0.016,<0.05,3.6,<0.1,
5428,1,,Extra,LRF2 - Fundo,2023-11-24 12:31:00,,,,29.1,,4.38,,,,,,,,,,,,,,
5429,1,,Extra,LRF2 - Fundo,2023-12-09 09:35:00,,,,29.1,,4.62,,,,,,,,,,,,,,
5430,1,2023-01-02 12:20:00,Regular,LRF3 - Meio Afótico,2023-01-02 12:17:00,2023-01-02 12:20:00,8.63,,29.1,12.4,10.22,5.1,,,2.0,,,0.066,0.081,,<0.016,0.7,2,<0.1,
5431,1,,Regular,LRF3 - Meio Afótico,2023-11-13 11:41:00,,8.55,,29.1,11.4,6.97,4.33,,,2.0,,,0.048,0.138,,0.041,0.06,4.2,<0.1,
5432,1,2024-01-02 12:20:00,Regular,LRF3 - Meio Afótico,2024-01-02 12:17:00,2024-01-02 12:20:00,8.63,,29.1,12.4,10.22,5.1,,,2.0,,,0.066,0.081,,<0.016,0.7,2,<0.1,
5433,1,2022-12-14 10:29:00,Regular,LRF3 - Meio Afótico,2022-12-14 10:26:00,2022-12-14 10:29:00,7.23,,29.1,13,2.86,3.54,,,2.0,,,0.121,0.023,,<0.016,<0.05,2,<0.1,
5434,1,2022-02-09 12:40:00,Regular,LRF5 - Fundo,2022-02-09 12:35:00,2022-02-09 12:40:00,8.01,,29.1,11.05,3.7,1.77,,,2.5,,,0.13,0.064,,<0.016,0.095,2.6,<0.1,
5435,1,2022-02-16 10:12:00,Regular,LRF3 - Fundo,2022-02-16 10:09:00,2022-02-16 10:12:00,8.04,,29.1,10.77,7.3,2,,,3.0,,,0.34,0.063,,<0.016,0.073,2.9,0.2,
5436,1,2023-12-06 10:19:00,Regular,LRF3 - Fundo,2023-12-06 10:16:00,2023-12-06 10:19:00,7.96,,29.1,11.4,3.62,2.07,,,3.0,,,0.047,<0.016,,<0.016,<0.05,3.8,<0.1,
5437,1,2023-01-16 13:09:00,Regular,LRF1 - Fundo,2023-01-16 13:06:00,2023-01-16 13:09:00,7.4,,29.1,11.2,1.09,2.71,,,3.0,,,0.31,0.05,,<0.016,<0.05,2.2,<0.1,
5438,1,2024-12-06 10:19:00,Regular,LRF3 - Fundo,2024-12-06 10:16:00,2024-12-06 10:19:00,7.96,,29.1,11.4,3.62,2.07,,,3.0,,,0.047,<0.016,,<0.016,<0.05,3.8,<0.1,
5439,1,2024-01-16 13:09:00,Regular,LRF1 - Fundo,2024-01-16 13:06:00,2024-01-16 13:09:00,7.4,,29.1,11.2,1.09,2.71,,,3.0,,,0.31,0.05,,<0.016,<0.05,2.2,<0.1,
5440,1,2024-11-23 11:36:00,Regular,LRF5 - Fundo,2024-11-23 11:32:00,2024-11-23 11:36:00,7.75,,29.1,11.8,1.73,2.63,,,3.5,,,0.389,,,,<0.05,5.4,0.1,
5441,1,2022-11-21 14:15:00,Regular,LRF6 - Superfície,2022-11-21 14:12:00,2022-11-21 14:15:00,8.91,28.0,29.1,13.3,11,4.95,100.0,3.0,3.5,13,<1.8,0.042,0.075,,<0.016,<0.05,3.7,<0.1,
5442,1,2023-11-23 11:36:00,Regular,LRF5 - Fundo,2023-11-23 11:32:00,2023-11-23 11:36:00,7.75,,29.1,11.8,1.73,2.63,,,3.5,,,0.389,,,,<0.05,5.4,0.1,
5443,1,2022-04-04 13:59:00,Regular,LRF2 - Fundo,2022-04-04 13:56:00,2022-04-04 13:59:00,6.7,,29.1,11.1,2.93,4.1,,,3.5,,,0.2,0.029,,<0.016,<0.05,9.3,0.1,
5444,1,2024-01-02 12:17:00,Regular,LRF3 - Meio Eufótico,2024-01-02 12:14:00,2024-01-02 12:17:00,8.71,,29.1,12.3,10.36,5.22,,,1.0,,,0.042,0.094,,<0.016,0.073,1.7,<0.1,
5445,1,2023-01-02 12:17:00,Regular,LRF3 - Meio Eufótico,2023-01-02 12:14:00,2023-01-02 12:17:00,8.71,,29.1,12.3,10.36,5.22,,,1.0,,,0.042,0.094,,<0.016,0.073,1.7,<0.1,
5446,1,2022-11-21 13:03:00,Regular,LRF3 - Meio Eufótico,2022-11-21 13:00:00,2022-11-21 13:03:00,8.81,,29.1,13.5,10.18,4.68,,,1.0,,,0.073,0.109,,<0.016,<0.05,3.9,<0.1,
5447,1,,Regular,LRF5 - Meio,2023-11-13 13:43:00,,8.59,,29.1,11.4,6.99,3.48,,,1.5,,,0.041,0.186,,0.03,0.09,4.6,<0.1,
5448,1,2022-11-23 16:36:00,Regular,LRF5 - Meio,2022-11-23 16:33:00,2022-11-23 16:36:00,8.73,,29.1,13.57,9.04,4.42,,,1.5,,,0.067,0.071,,0.022,<0.05,4.4,<0.1,
5449,1,2023-01-02 12:50:00,Regular,LRF1 - Meio,2023-01-02 12:47:00,2023-01-02 12:50:00,8.4,,29.1,12.5,8.64,4.4,,,1.5,,,0.15,0.059,,<0.016,0.075,2,<0.1,
5450,1,2022-04-13 13:16:00,Regular,LRF4 - Meio,2022-04-13 13:13:00,2022-04-13 13:16:00,8.16,,29.1,9.4,7.73,3.28,,,1.5,,,<0.016,0.046,,<0.016,0.108,2.8,<0.1,
5451,1,2024-01-02 12:50:00,Regular,LRF1 - Meio,2024-01-02 12:47:00,2024-01-02 12:50:00,8.4,,29.1,12.5,8.64,4.4,,,1.5,,,0.15,0.059,,<0.016,0.075,2,<0.1,
5452,1,2022-12-05 15:19:00,Regular,LRF5 - Meio,2022-12-05 15:16:00,2022-12-05 15:19:00,8.79,,29.1,13.5,8.13,2.8,,,1.5,,,0.057,0.064,,<0.016,<0.05,1.9,<0.1,
5453,1,,Regular,LRF4 - Meio,2023-11-13 13:17:00,,8.69,,29.1,11.5,7.68,3.45,,,1.5,,,0.063,0.143,,0.052,0.09,4.2,<0.1,
5454,1,2022-12-14 10:55:00,Regular,LRF1 - Fundo,2022-12-14 10:52:00,2022-12-14 10:55:00,7.5,,29.1,13.1,2.91,4.01,,,2.9,,,0.109,0.025,,<0.016,<0.05,1.6,<0.1,
5455,1,2022-04-11 12:54:00,Regular,LRF5 - Superfície,2022-04-11 12:49:00,2022-04-11 12:54:00,7.84,27.0,29.1,9.3,6.68,2.7,103.0,3.0,0.3,130,130,0.29,0.109,,<0.016,0.079,1.9,<0.1,
5456,1,2024-01-02 12:14:00,Regular,LRF3 - Superfície,2024-01-02 12:11:00,2024-01-02 12:14:00,8.79,28.0,29.1,12.1,10.77,4.95,71.0,3.5,0.3,79,8,0.05,0.081,,<0.016,0.07,2.2,<0.1,
5457,1,2022-03-28 10:49:00,Regular,LRF4 - Superfície,2022-03-28 10:46:00,2022-03-28 10:49:00,7.0,26.0,29.1,11.28,5.27,<1.5,320.0,3.2,0.3,49,<1.8,0.88,0.025,,<0.016,<0.05,4,<0.1,
5458,1,2024-01-02 12:47:00,Regular,LRF1 - Superfície,2024-01-02 12:44:00,2024-01-02 12:47:00,8.41,28.0,29.1,12.5,8.85,4.51,70.0,3.5,0.3,79,5,0.137,0.061,,<0.016,0.075,2,<0.1,
5459,1,2022-04-11 12:37:00,Regular,LRF6 - Superfície,2022-04-11 12:33:00,2022-04-11 12:37:00,7.9,27.0,29.1,9.36,6.58,3.83,91.0,3.5,0.3,130,33,0.16,0.102,,<0.016,0.094,2.2,<0.1,
